src	trg	w
513	415	6
513	1709	12
513	1555	7
514	102	2
514	375	4
514	1889	18
514	317	20
514	212	15
514	79	2
514	11	18
514	147	17
514	1952	4
514	947	18
514	537	16
514	285	12
514	306	1
514	96	4
514	582	8
514	1162	6
514	230	13
514	1555	13
514	1988	10
514	496	20
514	364	14
514	77	16
514	1729	1
514	1398	14
515	2466	1
515	3018	16
515	525	18
515	84	14
515	375	6
515	770	11
515	2032	13
515	139	18
515	2189	1
515	1398	13
515	507	19
515	147	17
516	54	4
516	1047	16
516	563	20
516	208	8
516	306	4
516	777	10
516	101	8
516	50	17
516	755	7
516	102	18
516	204	15
516	285	8
516	11	9
516	96	9
518	105	11
518	196	1
518	496	10
518	563	17
518	285	20
518	1768	10
518	2214	4
518	863	7
518	79	10
518	1407	7
518	139	1
518	1555	10
518	628	11
518	1287	17
518	507	6
518	50	20
518	212	7
518	306	2
518	84	10
518	548	10
518	1162	7
518	14	10
518	595	5
518	2	16
518	115	17
518	77	18
518	96	18
518	147	3
518	102	17
520	291	17
520	2396	11
520	2669	17
520	536	11
520	1342	12
520	466	20
520	775	10
520	488	2
520	364	9
520	755	10
521	306	17
521	49	11
521	1127	11
521	77	7
522	496	9
522	2086	1
522	582	8
522	96	9
522	19	17
523	2304	20
523	582	6
523	2086	7
525	1531	5
525	2396	3
525	2933	6
525	515	4
525	3365	3
525	1920	20
525	375	13
525	1429	7
525	892	14
525	1287	13
525	1398	14
525	2006	10
525	656	10
525	2061	6
528	1729	15
528	362	16
528	306	1
530	14	3
530	1522	11
530	507	6
530	375	6
530	102	6
530	77	16
530	2304	14
530	79	4
530	1919	2
530	1287	8
530	105	12
530	1173	2
530	1783	10
530	1398	18
530	96	10
530	326	13
530	2034	14
530	1895	5
533	3506	20
534	586	2
534	2394	1
534	2745	4
534	1378	9
535	432	3
536	2274	3
536	499	4
536	970	9
536	483	3
536	1936	13
536	775	6
536	2029	16
536	1296	5
536	751	13
536	2394	17
536	1607	5
536	1722	20
536	1810	11
536	364	1
536	1419	2
537	147	13
537	947	12
537	96	16
537	285	2
537	228	4
538	3670	9
538	2069	15
538	892	7
538	147	4
538	306	9
538	375	4
538	50	18
538	173	7
539	2669	20
539	191	7
540	2430	1
542	244	10
543	3511	17
545	1554	8
545	1665	15
545	733	15
545	1398	18
545	738	15
545	375	4
545	1569	8
545	1539	17
548	1615	17
548	2416	8
548	196	13
548	2859	12
548	1092	5
548	1895	8
548	496	20
548	102	14
548	77	11
548	105	18
548	14	8
548	306	3
548	2	17
548	98	17
549	219	13
549	384	14
549	291	17
549	2396	18
549	411	13
550	1623	14
550	2118	3
550	2495	1
550	1190	16
550	2156	18
550	1062	2
550	1698	4
553	365	9
556	3579	18
556	102	4
556	84	6
556	1047	13
556	139	9
556	77	18
556	1192	5
557	21	20
557	96	1
557	3	12
557	339	2
557	147	17
557	1	16
559	4106	2
559	3232	1
559	2707	20
559	1096	8
559	1138	5
559	2607	16
563	2416	2
563	2086	2
563	496	9
563	1114	11
563	410	17
563	31	6
563	196	11
563	2187	5
563	128	10
563	841	1
563	1971	4
563	1986	14
563	98	20
563	92	11
563	1719	5
563	179	14
563	24	5
563	192	4
563	131	17
563	1127	5
563	105	4
563	123	2
565	1928	9
565	1539	16
565	2038	12
565	503	16
565	1949	12
565	1934	16
565	1423	10
565	511	4
565	1383	17
565	188	5
565	2209	14
565	2217	9
565	1863	8
565	2261	16
565	1990	1
565	2518	13
566	2063	2
566	1606	14
567	1185	19
567	496	9
568	2943	6
568	77	17
570	698	14
570	2908	10
570	717	6
572	153	2
574	949	20
575	615	9
577	2451	10
577	1287	4
577	2062	10
579	2735	20
579	998	7
582	1919	10
582	799	10
582	537	19
582	931	14
582	230	8
582	411	20
582	364	2
582	127	5
582	2102	19
582	1729	11
582	1707	10
582	514	9
582	2689	20
582	563	8
582	214	17
582	147	8
582	830	10
582	79	17
582	96	1
582	139	14
582	1988	7
582	2069	15
582	204	2
582	2034	17
582	1415	3
582	473	20
582	50	15
582	317	16
582	350	20
582	391	8
582	77	9
582	24	17
582	306	4
584	3324	20
584	3251	2
584	3835	3
584	3192	20
585	462	5
586	1079	4
586	2394	11
586	749	4
586	534	5
586	770	3
586	1429	17
586	2433	17
591	2046	10
592	2108	17
593	1950	15
593	2970	10
594	496	9
594	150	9
594	1810	4
594	1555	18
594	2869	19
595	518	6
596	1515	2
596	1709	14
596	1396	1
596	1837	15
596	1448	15
596	628	6
596	1053	6
596	1666	5
596	31	17
596	1358	14
596	1555	2
598	967	5
598	31	20
598	111	1
598	177	4
598	326	5
598	129	16
598	719	11
598	54	4
602	3452	14
602	1006	4
602	1320	20
602	2509	2
602	1398	6
603	102	11
603	26	10
603	346	13
604	988	12
605	563	12
605	24	4
609	1539	15
609	1988	12
609	849	4
610	2428	11
610	2534	14
610	1154	18
610	2315	10
611	1645	13
611	224	7
613	3654	17
613	883	19
616	2037	11
616	364	19
617	432	14
617	3061	7
617	2516	6
619	641	5
619	634	13
619	1856	14
620	3572	19
620	3457	16
620	1607	4
620	3836	5
620	3606	10
620	3863	3
620	3216	16
620	1133	3
620	1673	19
620	3283	18
620	3180	2
620	3115	4
620	3129	9
620	1798	13
622	2138	15
623	2430	1
626	740	6
626	491	13
627	473	18
627	49	5
627	11	14
627	2006	19
627	102	11
627	147	7
627	507	18
627	1342	20
627	1287	14
627	14	2
627	24	7
627	892	5
627	1398	14
627	1560	12
627	1889	12
627	96	8
628	31	17
628	1666	15
628	102	16
628	147	1
628	139	16
628	192	17
628	1709	9
628	1358	18
628	596	4
628	1555	9
631	3732	12
631	2443	11
632	1086	18
632	184	2
632	208	9
633	3755	4
633	480	18
633	536	9
633	483	18
633	1810	10
633	391	19
633	499	19
633	1990	15
633	30	9
634	1398	2
634	1443	5
634	641	11
634	2038	5
634	1909	10
634	619	9
634	1856	18
634	364	13
634	814	13
634	1729	19
634	715	13
637	472	16
638	1515	7
638	2705	3
638	1183	20
638	3637	9
638	761	8
638	1198	16
638	2416	9
638	1396	20
638	147	11
638	986	11
638	1015	2
638	1837	5
638	415	17
638	837	13
638	74	15
638	1448	2
638	1709	12
638	1053	8
638	31	9
638	596	1
638	1666	2
638	1358	18
638	1555	17
638	628	1
639	514	4
639	240	9
640	733	3
640	1289	6
640	2132	9
640	1773	5
641	1856	14
641	1909	16
641	2038	12
641	634	7
641	619	13
641	662	6
642	1889	10
642	507	12
642	770	7
642	525	1
645	2472	14
645	807	5
648	1555	12
648	147	15
648	2136	19
648	832	16
653	2133	7
653	1909	14
654	433	17
654	2396	9
654	127	10
654	2363	17
654	503	17
655	3143	3
655	1026	13
655	2785	7
656	2061	13
656	770	1
656	1920	4
656	1970	10
656	1531	19
656	1429	12
656	525	19
656	1398	1
656	2006	11
656	1348	1
657	88	17
658	77	18
658	1398	2
658	147	5
658	96	9
658	436	5
658	30	1
658	212	6
658	1047	19
658	350	4
660	1324	1
661	2753	16
662	2605	15
662	641	4
662	1539	1
666	483	8
684	132	15
686	2016	20
686	1058	2
686	3288	9
687	1883	6
689	2598	1
689	970	4
690	306	13
690	2689	6
690	204	14
690	147	16
690	1259	19
690	436	6
690	507	7
690	105	16
691	4059	12
691	1060	8
691	1384	3
694	3562	1
694	102	7
694	536	7
694	702	4
696	3224	7
698	570	7
698	2599	1
701	2825	12
701	144	18
701	751	4
702	970	4
702	3155	5
702	1522	12
702	2214	19
702	1024	5
702	496	12
702	1282	18
702	751	1
702	1810	3
702	350	13
702	694	7
702	499	12
704	1890	11
704	9	14
704	305	11
704	830	17
704	303	20
704	488	20
709	274	8
709	1291	9
710	2227	2
711	3890	16
711	1936	10
711	2597	20
711	2033	9
711	1190	16
711	1810	18
711	391	6
711	1131	12
714	1517	6
715	1443	19
715	1058	1
715	2605	12
715	634	20
716	1131	7
719	1047	3
719	1398	15
719	147	20
719	436	7
719	598	2
719	1287	14
719	1729	5
719	77	7
719	582	3
720	933	18
720	970	16
723	159	18
723	1546	6
724	872	11
726	504	7
727	2167	8
730	217	10
731	2253	19
733	1569	3
733	1244	12
733	3224	19
733	3905	9
733	1883	6
733	1983	14
733	1938	8
733	659	18
733	640	2
733	786	19
733	1410	5
733	1949	8
733	3565	5
733	1665	7
733	2269	12
733	3354	14
733	2443	9
733	1340	7
733	2938	14
733	1856	20
733	1335	7
733	1418	17
733	876	7
733	188	9
733	3185	9
733	1879	2
733	1695	11
733	3034	10
733	1359	20
733	1079	1
733	1813	14
733	2546	15
733	1971	1
733	1487	1
733	493	20
733	1607	18
733	1838	17
733	2688	2
733	408	9
733	2280	12
733	1277	11
733	1539	11
733	798	6
733	545	7
733	2038	15
733	752	3
733	1092	19
733	105	17
733	30	10
736	96	7
738	3052	13
738	1729	3
738	1921	6
738	1554	1
738	1569	3
738	1539	18
738	1410	5
738	977	4
738	545	15
739	1334	5
740	1398	9
740	626	5
745	822	4
745	1337	7
745	1041	1
745	3457	3
745	2183	3
745	1282	11
745	2176	13
745	3645	5
745	354	9
745	846	17
745	1060	13
746	3536	18
746	1730	11
748	2840	20
748	2858	13
748	77	8
748	319	5
748	789	12
748	11	7
748	448	16
749	586	14
749	534	10
752	733	4
752	1539	2
754	1468	11
755	176	18
755	306	17
755	1085	6
755	2600	7
755	516	4
755	2214	2
755	1555	9
755	1398	14
755	77	5
755	1476	4
755	102	11
755	326	6
755	50	17
755	126	2
755	16	12
755	230	20
755	96	10
756	1494	9
756	1665	13
757	1237	17
761	628	5
761	2087	6
761	2705	7
761	1053	7
761	596	9
761	1666	3
761	638	9
761	119	11
761	1015	5
761	1183	5
761	31	12
761	513	9
761	1198	2
761	986	6
761	1709	4
761	2416	9
761	1396	1
761	1358	9
761	1555	18
765	2596	9
765	77	18
765	364	11
766	2770	8
766	2964	3
766	3082	10
766	711	13
766	3177	3
766	2398	2
766	819	20
766	1212	11
768	617	1
768	2516	2
768	1291	20
769	2792	16
770	291	7
770	4100	14
770	1555	7
770	31	10
770	892	6
770	2394	5
770	586	20
770	1920	20
770	507	19
770	2828	5
770	2396	15
770	3023	11
770	3505	6
770	2840	7
770	375	7
770	2428	15
770	2189	11
770	2006	1
770	656	18
770	1531	1
770	1398	13
770	411	20
771	3458	7
772	446	10
772	479	8
772	1615	5
772	66	8
772	375	8
772	496	7
772	77	15
772	84	13
772	79	13
772	2	8
772	563	7
772	1415	1
772	306	9
772	777	17
772	187	15
772	50	17
772	1398	6
772	582	8
772	102	4
772	1555	20
772	1047	5
772	96	2
772	147	9
772	1162	4
773	473	6
775	1810	19
775	536	9
775	751	16
775	1419	6
775	499	19
777	3574	4
777	3061	15
777	1615	7
777	2058	11
777	1707	11
777	171	3
777	1259	15
777	11	19
777	221	13
777	772	5
777	395	12
777	296	13
777	272	8
777	507	16
777	79	5
777	7	3
777	1522	5
777	1398	9
777	436	17
777	563	6
777	391	7
777	1047	19
777	84	7
777	9	6
777	24	15
777	212	8
777	19	10
777	105	10
777	50	1
777	77	5
777	57	20
777	102	3
777	147	15
777	139	12
777	176	9
777	306	9
777	14	13
777	96	17
777	66	4
778	1963	8
778	1458	10
778	1398	20
781	2086	7
781	537	4
781	84	8
781	203	1
781	326	3
781	317	10
781	1047	13
781	24	17
781	147	9
781	96	1
781	306	20
781	541	18
786	3445	2
786	1398	11
786	733	20
787	3244	20
789	1323	1
789	1106	3
789	2747	8
789	748	3
789	364	18
789	448	7
794	2693	15
794	363	19
795	2349	7
795	872	2
795	835	8
795	1840	7
795	1760	4
798	2395	15
798	2902	5
798	2637	19
798	3203	8
798	3364	4
798	3088	17
798	2162	3
798	2484	14
798	1334	2
798	2874	10
798	2243	3
798	733	17
798	982	19
798	451	2
799	284	17
799	1599	18
799	375	12
799	1892	17
799	14	19
799	1566	9
799	436	13
799	147	6
799	54	11
799	96	12
799	582	9
799	306	14
800	1119	4
801	228	5
801	79	14
801	1560	16
801	1465	11
801	272	16
801	296	10
801	147	17
801	436	7
801	350	8
801	1522	19
801	180	1
802	2771	7
802	2561	17
803	2726	3
804	3558	19
804	1147	16
804	2092	10
804	3113	4
804	2201	3
805	550	12
805	3300	10
805	480	18
805	1971	20
805	580	13
805	254	11
807	645	13
808	3040	16
808	1715	17
808	1000	8
808	1325	16
808	304	18
811	2069	13
811	426	17
811	665	11
811	947	5
811	391	17
812	4007	15
812	2213	11
812	3651	12
812	2268	7
812	2384	10
812	2027	18
812	2141	5
812	2216	3
812	188	1
812	1402	1
814	1398	7
814	364	6
814	634	2
817	296	15
817	2457	10
818	1728	2
819	2497	14
819	3916	12
819	2398	6
819	923	9
819	1944	20
819	1962	4
819	766	5
821	1485	4
822	745	10
822	2896	20
824	1024	4
827	582	5
828	525	8
828	2819	5
828	1279	11
828	3295	7
828	2333	1
828	2636	11
829	2528	7
829	239	5
829	147	20
829	2034	13
830	363	19
830	2087	17
830	0	4
830	325	7
830	3061	13
830	496	20
830	1971	15
830	173	13
830	426	14
830	1246	3
830	330	6
830	305	7
830	1307	15
830	102	10
830	1465	6
830	582	19
830	139	4
830	79	8
830	147	16
830	326	6
830	772	12
830	317	6
830	704	18
832	2136	14
832	306	9
832	116	20
832	96	10
832	648	8
832	411	15
832	14	7
832	147	4
832	1162	15
834	2533	19
834	3049	18
834	1138	11
834	3271	11
834	2046	9
834	2267	17
834	2591	6
834	2142	9
835	855	13
835	163	14
836	1131	10
836	1001	10
836	3243	13
837	638	9
838	96	18
841	313	16
841	192	12
841	154	4
841	147	3
841	150	9
841	131	7
841	98	13
841	2187	4
841	13	4
841	496	20
841	563	18
844	1370	9
844	584	9
844	3324	14
844	2227	14
844	2979	3
844	3192	8
844	2358	6
846	306	16
846	2133	3
846	745	20
846	3111	16
846	492	13
847	3198	4
849	213	14
852	188	12
852	2317	8
852	2430	11
853	2124	18
853	889	19
853	2777	17
853	3193	4
853	3178	8
853	1611	5
853	1935	13
853	3545	12
853	2385	20
853	1019	4
853	1682	2
853	2142	14
853	1014	19
853	2359	7
853	855	1
853	2998	2
853	1098	15
855	2610	4
855	2561	2
855	1422	9
855	1999	13
855	1334	1
855	1891	14
855	1607	16
855	1115	1
855	1682	11
855	1272	2
855	1936	15
855	3129	15
855	2176	16
855	2429	2
855	1742	20
855	2139	20
855	2902	12
855	3452	14
855	835	18
855	1343	18
855	2998	9
855	853	10
855	1098	9
855	1869	6
855	1757	3
855	2142	11
855	1212	2
856	948	15
856	2349	9
858	1147	14
859	617	3
859	426	18
859	456	4
859	768	6
859	582	13
859	285	13
859	1468	3
860	147	11
860	2127	15
860	472	1
862	2680	10
862	3584	2
863	518	6
867	462	17
867	2719	7
867	2958	6
868	1861	14
871	2914	10
871	3356	20
871	1660	7
871	2574	5
872	724	16
872	304	20
872	2202	13
872	795	2
872	2427	13
872	2773	9
872	2756	2
876	1938	9
876	2460	14
876	3211	12
876	1569	10
876	733	2
876	545	5
876	2032	17
877	375	16
877	19	3
877	1287	9
877	7	10
877	212	8
877	66	4
877	96	13
877	79	6
877	317	14
877	147	20
877	9	4
877	50	4
877	77	14
877	306	9
877	102	16
877	204	2
877	14	7
877	59	20
878	1625	18
879	1149	1
879	1363	17
879	1429	15
879	304	16
879	1043	7
881	3284	14
883	2384	1
883	3654	14
883	613	4
883	411	13
884	1065	7
884	1214	2
886	1247	6
887	22	2
888	2410	7
889	1682	16
889	853	20
889	2277	16
889	1999	10
889	2267	5
889	1877	4
889	2608	10
889	1696	2
891	2384	11
891	35	9
892	2640	9
892	2428	14
892	1919	8
892	1526	4
892	79	13
892	1522	14
892	102	10
892	53	5
892	1476	12
892	1085	4
892	525	6
892	770	2
892	2318	4
892	96	18
892	656	18
892	2396	8
892	9	10
892	1398	18
892	84	18
892	224	8
892	11	18
892	2052	6
892	192	15
892	496	19
892	2189	9
892	1287	5
892	326	8
892	2006	13
893	2589	2
893	1913	10
893	3324	9
893	1729	5
893	1469	15
899	4106	18
899	2897	8
899	2089	7
899	2552	7
899	2546	12
899	1777	19
900	2180	3
900	61	17
900	452	14
902	2647	13
902	1817	16
902	907	16
902	2456	19
905	371	20
908	1931	13
908	2404	5
908	729	4
908	1672	2
910	3132	20
910	1729	14
913	1747	11
914	2845	9
915	3785	9
915	3288	16
916	1317	7
917	2994	14
917	147	2
918	1327	15
918	222	18
921	1494	7
922	2998	9
922	3777	17
922	3066	8
922	2058	1
922	1551	18
923	3091	5
923	3732	10
923	3082	6
923	2484	3
923	2398	14
923	819	4
923	1962	3
927	2105	8
927	1324	19
928	1637	17
928	2184	20
930	1398	3
931	1889	5
931	1287	11
931	77	9
931	892	11
931	1398	14
931	96	15
931	228	13
931	147	17
931	230	7
933	3403	6
933	2691	14
933	720	9
933	970	10
933	1374	18
934	3763	11
934	473	14
934	35	19
934	364	14
938	2038	15
939	2518	3
939	2276	8
940	3289	8
940	1393	9
940	506	9
940	2301	11
940	2451	4
940	1715	16
940	191	17
942	3719	13
943	617	18
943	1990	17
947	377	11
947	84	1
947	2689	15
947	1919	1
947	147	8
947	228	6
947	537	6
947	139	15
947	1398	4
947	212	8
947	2	13
947	161	5
948	2427	17
948	2269	1
948	2563	4
948	3644	14
948	2606	10
948	856	5
948	1605	4
948	1456	5
948	2346	14
948	2997	6
952	117	15
954	3240	8
954	1555	2
954	1362	6
956	1454	12
963	2073	6
964	2074	20
965	1398	18
966	3650	14
966	1495	8
967	525	5
967	892	2
968	980	10
968	1913	16
970	702	1
970	1810	20
970	485	18
970	1325	1
970	2598	12
970	933	16
970	689	1
970	483	13
970	536	5
970	720	4
970	775	5
971	1480	9
973	2091	6
973	3378	11
973	1052	3
973	344	7
974	3916	7
974	2497	13
974	3104	12
974	1193	16
974	2429	13
974	2398	10
976	2122	7
976	3917	3
976	2640	9
977	3754	4
977	2513	8
977	738	6
978	1655	1
980	968	3
984	2597	14
986	1515	1
986	513	8
986	1183	15
986	1666	2
986	1448	18
986	761	9
986	1198	8
986	638	5
986	2416	20
986	1015	17
986	1709	4
986	1555	11
988	604	15
989	1310	1
991	1670	8
991	2285	15
991	2641	11
991	147	20
992	3541	6
992	434	3
993	1877	1
994	3166	18
995	2682	3
995	1856	5
995	1389	15
995	422	17
995	1443	4
995	1752	20
995	1049	7
995	1146	17
998	3116	7
998	74	1
998	3391	9
998	579	15
998	1342	12
1000	2979	8
1000	3198	8
1000	3561	18
1000	1715	18
1000	808	8
1000	1043	3
1001	1131	12
1001	3504	16
1001	1058	20
1002	3846	12
1004	2888	3
1005	283	1
1005	1046	13
1006	1649	7
1006	2909	3
1006	3227	11
1006	3203	18
1006	2509	10
1006	2016	18
1006	1934	20
1006	1950	10
1006	1949	3
1006	1583	14
1006	602	19
1006	733	1
1006	1320	1
1009	2608	20
1010	3956	8
1013	2020	5
1013	1700	20
1014	2964	12
1014	853	9
1014	1289	17
1015	2705	2
1015	1183	18
1015	1198	14
1015	761	4
1015	2087	11
1015	119	20
1015	2416	6
1015	1515	12
1015	31	8
1015	1709	9
1015	986	17
1015	1555	7
1017	101	16
1018	2851	8
1019	3191	19
1019	1611	2
1019	2357	3
1019	1403	15
1019	3675	3
1019	1212	20
1019	2760	9
1019	1333	1
1019	3271	7
1019	2001	7
1019	3326	7
1019	3168	5
1019	3242	16
1019	2787	19
1019	2688	10
1019	2732	4
1019	2509	18
1019	3361	6
1019	1891	18
1019	853	13
1019	2847	17
1019	3203	7
1019	2777	9
1019	2255	20
1019	1273	14
1019	2559	17
1019	2554	3
1019	2591	19
1019	1869	15
1020	2156	17
1020	1986	20
1022	2241	15
1022	1421	9
1022	1131	7
1024	350	8
1024	1990	6
1024	536	12
1024	824	20
1024	702	10
1024	488	2
1026	3825	4
1026	2785	13
1026	2930	17
1026	1182	13
1026	3262	14
1028	1223	18
1028	3315	13
1030	3917	2
1030	11	1
1030	1471	4
1030	1398	10
1030	96	7
1030	1131	4
1030	2234	3
1030	2062	8
1031	2113	11
1031	2264	2
1037	291	4
1037	3579	4
1037	77	1
1039	208	8
1039	1555	6
1039	147	6
1041	745	4
1041	1060	17
1041	2752	20
1041	2998	7
1041	2176	5
1041	550	20
1043	3323	9
1043	421	4
1043	2482	2
1043	1715	13
1043	1868	1
1043	1000	19
1043	879	8
1043	304	8
1043	237	20
1044	1472	10
1044	3049	6
1044	1844	12
1044	3170	4
1044	3227	19
1045	401	16
1046	1555	18
1046	3557	17
1046	1075	16
1046	150	3
1046	1005	10
1046	2943	6
1046	2414	19
1046	499	16
1046	364	20
1047	394	1
1047	1359	11
1047	1468	20
1047	139	7
1047	1471	3
1047	556	3
1047	1342	14
1047	3061	14
1047	719	19
1047	228	5
1047	2178	10
1047	11	3
1047	224	15
1047	1762	17
1047	1085	3
1047	2069	1
1047	1895	18
1047	350	13
1047	1100	18
1047	563	17
1047	204	19
1047	226	18
1047	2384	20
1047	473	2
1047	2396	10
1047	1465	10
1047	2270	11
1047	496	18
1047	203	11
1047	1919	14
1047	53	1
1047	176	1
1047	507	18
1047	330	15
1047	892	11
1047	1287	15
1047	156	10
1047	272	17
1047	24	3
1047	658	9
1047	263	18
1047	296	20
1047	1739	20
1047	326	1
1047	1603	11
1047	1707	10
1047	781	4
1047	1812	7
1047	79	20
1047	14	13
1047	375	20
1047	407	13
1047	19	8
1047	173	7
1047	1398	8
1047	30	13
1047	57	10
1047	105	3
1047	772	15
1047	54	17
1047	102	3
1047	1	2
1047	84	7
1047	777	13
1047	212	7
1047	9	4
1047	436	19
1047	50	1
1047	21	9
1047	147	5
1047	4	13
1047	317	12
1047	306	4
1047	96	2
1047	77	1
1048	1704	5
1048	492	9
1048	2086	8
1048	147	15
1048	1987	13
1048	79	9
1048	946	14
1049	995	10
1049	1909	3
1049	198	18
1050	355	1
1051	2598	3
1053	761	13
1053	986	13
1053	1709	4
1053	1448	20
1053	638	12
1053	1666	5
1053	1358	20
1053	596	13
1053	1555	14
1054	2560	20
1054	2074	18
1054	3333	15
1054	1341	18
1057	2403	4
1058	1001	8
1058	1984	6
1058	715	6
1058	686	9
1059	2762	15
1059	4146	14
1059	3228	1
1059	1333	17
1059	3104	19
1059	2484	2
1060	3446	10
1060	691	20
1060	1520	9
1060	1041	6
1060	1098	7
1060	2179	8
1060	2176	8
1060	2359	13
1060	745	9
1062	3528	13
1062	308	17
1062	3236	8
1062	286	13
1062	391	3
1062	1190	13
1062	1131	1
1062	375	11
1062	550	16
1062	1421	16
1062	116	6
1063	2915	6
1063	2040	3
1063	1412	9
1065	884	4
1065	2170	3
1066	2406	20
1066	3475	2
1067	2163	4
1067	1249	1
1067	1190	14
1075	3129	18
1075	3048	16
1075	4019	14
1075	3497	9
1075	1544	2
1075	2943	19
1075	1115	6
1075	1046	4
1075	3183	6
1075	3302	14
1075	1512	20
1075	1673	12
1075	3446	12
1075	1356	17
1075	2808	16
1075	3216	5
1075	1245	15
1075	3065	5
1075	3115	9
1075	1936	16
1075	202	19
1075	1607	7
1075	1005	12
1075	2414	2
1075	499	3
1079	586	11
1079	2394	12
1079	733	20
1079	3036	14
1079	1162	19
1079	1398	2
1079	375	1
1079	1729	6
1079	2594	6
1079	1512	9
1079	466	18
1081	1757	15
1081	2216	14
1081	1795	12
1081	188	4
1081	2430	2
1083	3242	15
1083	1151	10
1085	1522	2
1085	326	7
1085	2127	7
1085	1920	6
1085	291	12
1085	3579	16
1085	77	14
1085	147	13
1085	243	12
1085	755	5
1085	1398	17
1085	14	15
1085	507	5
1085	2326	12
1085	226	8
1085	173	13
1085	3061	10
1085	1047	4
1085	394	9
1085	892	7
1085	2214	5
1085	1535	16
1085	1173	15
1085	272	11
1085	306	18
1085	375	13
1086	632	18
1087	175	18
1087	105	18
1087	128	4
1089	3907	20
1089	1044	15
1089	1752	11
1089	1628	14
1089	322	16
1089	2617	18
1089	2001	20
1089	3227	15
1092	3150	7
1092	496	17
1092	548	16
1092	306	14
1092	79	20
1092	9	1
1092	1287	7
1092	102	19
1092	84	18
1092	436	9
1092	96	18
1092	212	6
1092	2	9
1092	1	13
1092	203	9
1093	833	17
1093	2271	1
1093	2084	2
1093	3023	15
1093	436	20
1096	2876	5
1096	3288	12
1096	2490	6
1096	2915	20
1096	2909	14
1096	3727	11
1096	2798	6
1096	559	7
1096	2967	20
1096	2660	11
1096	2938	18
1096	188	9
1096	1383	15
1096	3070	1
1096	1804	5
1097	3058	4
1097	2496	4
1097	2260	5
1097	2732	1
1097	2980	9
1097	3482	11
1097	2876	8
1098	2267	15
1098	1639	1
1098	855	14
1098	1060	8
1098	1212	9
1098	1869	6
1098	853	13
1098	1891	17
1098	1041	5
1098	2359	8
1098	1019	1
1098	2176	17
1098	1757	4
1099	414	7
1100	375	11
1100	306	5
1100	1047	15
1100	1555	3
1100	61	20
1101	2620	2
1102	1886	2
1102	1144	9
1102	1251	11
1104	3167	4
1106	789	14
1106	24	16
1106	1465	6
1106	77	19
1106	326	15
1106	106	12
1106	161	15
1109	1439	13
1113	3457	6
1113	3172	16
1113	389	12
1114	563	11
1114	18	17
1114	123	13
1114	24	11
1115	4019	17
1115	3180	18
1115	2762	15
1115	1798	8
1119	1465	3
1119	800	9
1119	224	7
1119	1	2
1119	203	19
1120	2178	19
1120	2011	17
1121	3480	12
1121	2559	9
1121	1212	6
1121	1234	1
1121	2556	12
1123	3977	1
1123	1914	5
1123	1151	14
1123	1000	7
1124	1655	9
1127	49	11
1127	733	4
1127	1398	9
1127	375	17
1127	1287	12
1127	514	1
1127	507	2
1127	1522	9
1127	1526	18
1127	50	11
1127	411	8
1127	77	20
1127	521	10
1127	563	4
1127	105	6
1131	1190	10
1131	286	12
1131	716	12
1131	1516	14
1131	1030	7
1131	1686	14
1131	1062	5
1131	1001	11
1131	1421	17
1131	711	10
1131	1169	20
1131	116	19
1131	403	6
1132	2904	10
1132	1988	8
1132	514	2
1132	303	17
1132	2411	16
1132	3458	2
1133	1331	19
1133	620	3
1136	3246	8
1136	1666	20
1136	391	13
